IDDate,ID,Date,DatePlus15,Week,Rank,Total GR,Total GR Rec,Total GR Given,GR AF,TotalKnownDuration,FreqTotalGR,FreqGRRec,FreqGRGiven,FreqGRAF,5mAF,5mAllAdults,Scansperday,FreqAFProx,FreqAllAdultProx
6H23/30/2015,6H2,3/30/15,4/14/15,14,17,0:08:48,0:08:48,0:00:00,0:00:00,0:30:15,0.290909091,0.290909091,0,0,1,7,7,0.142857143,1
6H23/4/2015,6H2,3/4/15,3/19/15,10,17,0:09:11,0:09:11,0:00:00,0:09:11,0:55:04,0.166767554,0.166767554,0,0.166767554,12,20,12,1,1.666666667
6H23/6/2015,6H2,3/6/15,3/21/15,10,17,0:00:00,0:00:00,0:00:00,0:00:00,1:02:06,0,0,0,0,32,39,14,2.285714286,2.785714286
6H23/9/2015,6H2,3/9/15,3/24/15,11,17,0:00:20,0:00:20,0:00:00,0:00:00,1:01:07,0.00545405,0.00545405,0,0,22,29,14,1.571428571,2.071428571
6H24/1/2015,6H2,4/1/15,4/16/15,14,17,0:05:43,0:05:43,0:00:00,0:00:00,0:32:12,0.177536232,0.177536232,0,0,9,12,7,1.285714286,1.714285714
6H24/14/2015,6H2,4/14/15,4/29/15,16,17,0:04:00,0:04:00,0:00:00,0:00:00,0:31:00,0.129032258,0.129032258,0,0,20,25,7,2.857142857,3.571428571
6H24/15/2015,6H2,4/15/15,4/30/15,16,17,0:14:04,0:14:04,0:00:00,0:00:00,1:31:16,0.1541271,0.1541271,0,0,51,62,19,2.684210526,3.263157895
6H24/2/2015,6H2,4/2/15,4/17/15,14,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:01,0,0,0,0,10,15,7,1.428571429,2.142857143
6H24/20/2015,6H2,4/20/15,5/5/15,17,17,0:15:04,0:15:04,0:00:00,0:00:00,1:00:42,0.248215266,0.248215266,0,0,9,13,13,0.692307692,1
6H24/21/2015,6H2,4/21/15,5/6/15,17,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:26,0,0,0,0,1,2,7,0.142857143,0.285714286
6H24/22/2015,6H2,4/22/15,5/7/15,17,17,0:14:29,0:10:52,0:03:37,0:14:29,0:30:02,0.482241953,0.3618202,0.120421754,0.482241953,5,5,6,0.833333333,0.833333333
6H24/6/2015,6H2,4/6/15,4/21/15,15,17,0:11:51,0:11:51,0:00:00,0:00:00,1:30:56,0.130315249,0.130315249,0,0,28,44,20,1.4,2.2
6H24/7/2015,6H2,4/7/15,4/22/15,15,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:30,0,0,0,0,5,21,7,0.714285714,3
6I11/21/2015,6I1,1/21/15,2/5/15,4,19,0:08:54,0:03:17,0:05:37,0:00:05,1:02:34,0.142248269,0.052477357,0.089770911,0.001331913,9,18,14,0.642857143,1.285714286
6I11/22/2015,6I1,1/22/15,2/6/15,4,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:23,0,0,0,0,11,13,5,2.2,2.6
6I11/26/2015,6I1,1/26/15,2/10/15,5,19,0:08:33,0:02:55,0:05:38,0:02:55,1:02:37,0.136545116,0.046579718,0.089965398,0.046579718,8,21,14,0.571428571,1.5
6I11/29/2015,6I1,1/29/15,2/13/15,5,19,0:01:21,0:00:00,0:01:21,0:00:00,0:30:47,0.0438549,0,0.0438549,0,8,8,7,1.142857143,1.142857143
6I11/30/2015,6I1,1/30/15,2/14/15,5,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:46,0,0,0,0,22,26,7,3.142857143,3.714285714
6I12/18/2015,6I1,2/18/15,3/5/15,8,19,0:16:15,0:16:15,0:00:00,0:00:00,0:30:27,0.533661741,0.533661741,0,0,1,4,7,0.142857143,0.571428571
6I12/19/2015,6I1,2/19/15,3/6/15,8,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:03,0,0,0,0,2,5,7,0.285714286,0.714285714
6I12/20/2015,6I1,2/20/15,3/7/15,8,19,0:00:00,0:00:00,0:00:00,0:00:00,1:01:40,0,0,0,0,5,8,15,0.333333333,0.533333333
6I12/23/2015,6I1,2/23/15,3/10/15,9,19,0:08:22,0:03:00,0:05:22,0:01:48,1:00:43,0.137798518,0.049409827,0.088388691,0.029645896,18,22,13,1.384615385,1.692307692
6I12/25/2015,6I1,2/25/15,3/12/15,9,19,0:01:18,0:00:42,0:00:36,0:00:15,0:30:15,0.042975207,0.023140496,0.019834711,0.008264463,5,10,7,0.714285714,1.428571429
6I12/27/2015,6I1,2/27/15,3/14/15,9,19,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,47,53,7,6.714285714,7.571428571
6I12/3/2015,6I1,2/3/15,2/18/15,6,19,0:00:00,0:00:00,0:00:00,0:00:00,0:31:12,0,0,0,0,6,12,6,1,2
6I12/4/2015,6I1,2/4/15,2/19/15,6,19,0:06:11,0:00:00,0:06:11,0:00:00,0:30:41,0.201520913,0,0.201520913,0,1,8,7,0.142857143,1.142857143
6I12/9/2015,6I1,2/9/15,2/24/15,7,19,0:03:33,0:01:02,0:02:31,0:00:00,1:03:37,0.055802987,0.016243123,0.039559864,0,16,22,13,1.230769231,1.692307692
6I13/11/2015,6I1,3/11/15,3/26/15,11,19,0:00:00,0:00:00,0:00:00,0:00:00,1:05:48,0,0,0,0,48,66,14,3.428571429,4.714285714
6I13/16/2015,6I1,3/16/15,3/31/15,12,19,0:10:35,0:08:40,0:01:55,0:00:00,1:00:24,0.175220751,0.143487859,0.031732892,0,9,10,14,0.642857143,0.714285714
6I13/18/2015,6I1,3/18/15,4/2/15,12,19,0:02:55,0:00:00,0:02:55,0:02:55,0:31:51,0.091575092,0,0.091575092,0.091575092,25,28,7,3.571428571,4
6I13/19/2015,6I1,3/19/15,4/3/15,12,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:02,0,0,0,0,6,7,5,1.2,1.4
6I13/2/2015,6I1,3/2/15,3/17/15,10,19,0:21:08,0:19:58,0:01:10,0:21:08,1:00:29,0.34940755,0.33011849,0.01928906,0.34940755,18,20,14,1.285714286,1.428571429
6I13/23/2015,6I1,3/23/15,4/7/15,13,19,0:16:00,0:11:09,0:04:51,0:05:30,1:01:16,0.261153428,0.181991295,0.079162133,0.089771491,18,28,14,1.285714286,2
6I13/26/2015,6I1,3/26/15,4/10/15,13,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,19,27,7,2.714285714,3.857142857
6I13/3/2015,6I1,3/3/15,3/18/15,10,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:06,0,0,0,0,32,41,6,5.333333333,6.833333333
6I13/30/2015,6I1,3/30/15,4/14/15,14,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:10,0,0,0,0,13,16,7,1.857142857,2.285714286
6I13/5/2015,6I1,3/5/15,3/20/15,10,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,7,12,7,1,1.714285714
6I13/9/2015,6I1,3/9/15,3/24/15,11,19,0:13:46,0:13:46,0:00:00,0:09:16,1:00:49,0.226363387,0.226363387,0,0.152370512,21,25,14,1.5,1.785714286
6I14/1/2015,6I1,4/1/15,4/16/15,14,19,0:25:13,0:24:36,0:00:37,0:00:00,0:30:03,0.839156961,0.818635607,0.020521353,0,0,0,7,0,0
6I14/10/2015,6I1,4/10/15,4/25/15,15,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:24,0,0,0,0,16,29,7,2.285714286,4.142857143
6I14/13/2015,6I1,4/13/15,4/28/15,16,19,0:11:02,0:07:19,0:03:43,0:09:31,1:01:08,0.180479826,0.119683751,0.060796074,0.155670665,25,31,14,1.785714286,2.214285714
6I14/16/2015,6I1,4/16/15,5/1/15,16,19,0:01:00,0:01:00,0:00:00,0:01:00,0:58:02,0.017231476,0.017231476,0,0.017231476,6,17,12,0.5,1.416666667
6I14/2/2015,6I1,4/2/15,4/17/15,14,19,0:05:43,0:03:41,0:02:02,0:00:00,0:30:21,0.188358045,0.121361889,0.066996156,0,4,8,7,0.571428571,1.142857143
6I14/20/2015,6I1,4/20/15,5/5/15,17,19,0:03:30,0:01:43,0:01:47,0:00:00,0:30:14,0.115766262,0.056780595,0.058985667,0,9,14,7,1.285714286,2
6I14/22/2015,6I1,4/22/15,5/7/15,17,19,0:00:00,0:00:00,0:00:00,0:00:00,1:01:34,0,0,0,0,22,33,14,1.571428571,2.357142857
6I14/25/2015,6I1,4/25/15,5/10/15,17,19,0:08:36,0:04:27,0:04:09,0:02:35,0:30:06,0.285714286,0.147840532,0.137873754,0.085825028,9,14,7,1.285714286,2
6I14/6/2015,6I1,4/6/15,4/21/15,15,19,0:19:40,0:05:57,0:13:43,0:00:41,1:00:44,0.323819978,0.097969265,0.225850714,0.011251372,16,22,12,1.333333333,1.833333333
6I14/8/2015,6I1,4/8/15,4/23/15,15,19,0:00:00,0:00:00,0:00:00,0:00:00,0:30:13,0,0,0,0,2,3,7,0.285714286,0.428571429
6I22/11/2015,6I2,2/11/15,2/26/15,7,33,0:00:00,0:00:00,0:00:00,0:00:00,0:25:20,0,0,0,0,4,6,6,0.666666667,1
6I22/18/2015,6I2,2/18/15,3/5/15,8,33,0:04:49,0:03:18,0:01:31,0:00:00,0:30:42,0.15689468,0.107491857,0.049402823,0,0,1,7,0,0.142857143
6I22/19/2015,6I2,2/19/15,3/6/15,8,33,0:00:00,0:00:00,0:00:00,0:00:00,0:31:35,0,0,0,0,24,29,7,3.428571429,4.142857143
6I22/24/2015,6I2,2/24/15,3/11/15,9,33,0:04:55,0:00:00,0:04:55,0:00:00,0:34:40,0.141826923,0,0.141826923,0,0,2,7,0,0.285714286
6I22/25/2015,6I2,2/25/15,3/12/15,9,33,0:00:13,0:00:00,0:00:13,0:00:00,0:30:59,0.006993007,0,0.006993007,0,0,5,7,0,0.714285714
6I22/26/2015,6I2,2/26/15,3/13/15,9,33,0:00:00,0:00:00,0:00:00,0:00:00,0:17:16,0,0,0,0,2,3,4,0.5,0.75
6I23/12/2015,6I2,3/12/15,3/27/15,11,33,0:03:18,0:02:35,0:00:43,0:02:35,0:30:28,0.108315098,0.084792123,0.023522976,0.084792123,22,40,7,3.142857143,5.714285714
6I23/13/2015,6I2,3/13/15,3/28/15,11,33,0:07:40,0:00:00,0:07:40,0:00:00,0:30:06,0.254706534,0,0.254706534,0,10,12,7,1.428571429,1.714285714
6I23/16/2015,6I2,3/16/15,3/31/15,12,33,0:00:00,0:00:00,0:00:00,0:00:00,0:30:20,0,0,0,0,9,11,7,1.285714286,1.571428571
6I23/18/2015,6I2,3/18/15,4/2/15,12,33,0:10:56,0:05:57,0:04:59,0:00:00,0:30:36,0.357298475,0.194444444,0.162854031,0,2,7,7,0.285714286,1
6I23/20/2015,6I2,3/20/15,4/4/15,12,33,0:05:53,0:01:03,0:04:50,0:00:00,1:01:14,0.096080566,0.017147523,0.078933043,0,22,27,13,1.692307692,2.076923077
6I23/23/2015,6I2,3/23/15,4/7/15,13,33,0:00:00,0:00:00,0:00:00,0:00:00,1:01:01,0,0,0,0,64,75,13,4.923076923,5.769230769
6I23/24/2015,6I2,3/24/15,4/8/15,13,33,0:04:46,0:04:46,0:00:00,0:00:00,0:32:50,0.145177665,0.145177665,0,0,28,41,7,4,5.857142857
6I23/25/2015,6I2,3/25/15,4/9/15,13,33,0:00:00,0:00:00,0:00:00,0:00:00,0:30:03,0,0,0,0,19,26,7,2.714285714,3.714285714
6I23/28/2015,6I2,3/28/15,4/12/15,13,33,0:06:00,0:04:00,0:02:00,0:00:00,0:31:00,0.193548387,0.129032258,0.064516129,0,27,28,7,3.857142857,4
6I23/3/2015,6I2,3/3/15,3/18/15,10,33,0:07:26,0:07:26,0:00:00,0:00:00,0:31:51,0.233385662,0.233385662,0,0,7,8,6,1.166666667,1.333333333
6I23/31/2015,6I2,3/31/15,4/15/15,14,33,0:02:40,0:02:40,0:00:00,0:02:40,0:30:06,0.088593577,0.088593577,0,0.088593577,12,16,8,1.5,2
6I23/4/2015,6I2,3/4/15,3/19/15,10,33,0:06:42,0:00:11,0:06:31,0:00:00,0:22:45,0.294505495,0.008058608,0.286446886,0,0,4,5,0,0.8
6I23/5/2015,6I2,3/5/15,3/20/15,10,33,0:04:00,0:03:00,0:01:00,0:00:00,0:28:00,0.142857143,0.107142857,0.035714286,0,0,1,6,0,0.166666667
6I23/9/2015,6I2,3/9/15,3/24/15,11,33,0:05:15,0:05:15,0:00:00,0:05:15,0:31:03,0.169082126,0.169082126,0,0.169082126,11,15,7,1.571428571,2.142857143
6I24/13/2015,6I2,4/13/15,4/28/15,16,33,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,0,3,7,0,0.428571429
6I24/14/2015,6I2,4/14/15,4/29/15,16,33,0:00:13,0:00:00,0:00:13,0:00:00,0:30:03,0.007210205,0,0.007210205,0,0,0,7,0,0
6I24/15/2015,6I2,4/15/15,4/30/15,16,33,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,13,19,7,1.857142857,2.714285714
6I24/16/2015,6I2,4/16/15,5/1/15,16,33,0:00:00,0:00:00,0:00:00,0:00:00,0:30:06,0,0,0,0,0,2,7,0,0.285714286
6I24/2/2015,6I2,4/2/15,4/17/15,14,33,0:00:00,0:00:00,0:00:00,0:00:00,0:31:36,0,0,0,0,26,33,6,4.333333333,5.5
6I24/20/2015,6I2,4/20/15,5/5/15,17,33,0:00:00,0:00:00,0:00:00,0:00:00,0:30:28,0,0,0,0,5,10,7,0.714285714,1.428571429
6I24/22/2015,6I2,4/22/15,5/7/15,17,33,0:01:14,0:00:25,0:00:49,0:00:00,0:30:10,0.040883978,0.013812155,0.027071823,0,6,11,7,0.857142857,1.571428571
6I24/23/2015,6I2,4/23/15,5/8/15,17,33,0:11:59,0:01:22,0:10:37,0:00:00,1:00:26,0.198290127,0.022614451,0.175675676,0,2,9,14,0.142857143,0.642857143
6I24/3/2015,6I2,4/3/15,4/18/15,14,33,0:19:43,0:07:57,0:11:46,0:00:00,1:01:01,0.323135755,0.13029227,0.192843485,0,19,37,14,1.357142857,2.642857143
6I24/7/2015,6I2,4/7/15,4/22/15,15,33,0:13:05,0:11:55,0:01:10,0:00:00,1:01:56,0.211248654,0.192411195,0.01883746,0,45,53,14,3.214285714,3.785714286
6I24/8/2015,6I2,4/8/15,4/23/15,15,33,0:00:00,0:00:00,0:00:00,0:00:00,0:50:01,0,0,0,0,17,25,9,1.888888889,2.777777778
6I24/9/2015,6I2,4/9/15,4/24/15,15,33,0:08:25,0:08:10,0:00:15,0:08:22,0:30:25,0.276712329,0.268493151,0.008219178,0.275068493,34,41,7,4.857142857,5.857142857
8B52/10/2015,8B5,2/10/15,2/25/15,7,22,0:05:30,0:03:52,0:01:38,0:05:30,0:30:28,0.180525164,0.126914661,0.053610503,0.180525164,6,12,7,0.857142857,1.714285714
8B52/17/2015,8B5,2/17/15,3/4/15,8,22,0:00:00,0:00:00,0:00:00,0:00:00,0:30:14,0,0,0,0,3,4,7,0.428571429,0.571428571
8B52/19/2015,8B5,2/19/15,3/6/15,8,22,0:02:00,0:02:00,0:00:00,0:02:00,0:58:04,0.034443169,0.034443169,0,0.034443169,6,12,13,0.461538462,0.923076923
8B52/2/2015,8B5,2/2/15,2/17/15,6,22,0:00:15,0:00:15,0:00:00,0:00:00,0:48:39,0.005138746,0.005138746,0,0,4,6,11,0.363636364,0.545454545
8B52/20/2015,8B5,2/20/15,3/7/15,8,22,0:00:00,0:00:00,0:00:00,0:00:00,0:29:47,0,0,0,0,5,8,7,0.714285714,1.142857143
8B52/23/2015,8B5,2/23/15,3/10/15,9,22,0:20:54,0:20:54,0:00:00,0:20:54,0:33:14,0.62888666,0.62888666,0,0.62888666,7,10,7,1,1.428571429
8B52/24/2015,8B5,2/24/15,3/11/15,9,22,0:00:21,0:00:21,0:00:00,0:00:20,0:30:16,0.011563877,0.011563877,0,0.011013216,3,5,6,0.5,0.833333333
8B52/27/2015,8B5,2/27/15,3/14/15,9,22,0:01:03,0:01:03,0:00:00,0:01:03,1:30:10,0.011645102,0.011645102,0,0.011645102,17,26,21,0.80952381,1.238095238
8B52/5/2015,8B5,2/5/15,2/20/15,6,22,0:00:00,0:00:00,0:00:00,0:00:00,0:29:56,0,0,0,0,4,5,5,0.8,1
8B52/9/2015,8B5,2/9/15,2/24/15,7,22,0:03:54,0:03:54,0:00:00,0:00:00,0:30:39,0.127243067,0.127243067,0,0,0,1,7,0,0.142857143
8B53/10/2015,8B5,3/10/15,3/25/15,11,22,0:00:00,0:00:00,0:00:00,0:00:00,0:30:37,0,0,0,0,8,10,7,1.142857143,1.428571429
8B53/11/2015,8B5,3/11/15,3/26/15,11,22,0:10:12,0:10:12,0:00:00,0:10:12,0:30:33,0.333878887,0.333878887,0,0.333878887,17,22,7,2.428571429,3.142857143
8B53/12/2015,8B5,3/12/15,3/27/15,11,22,0:00:00,0:00:00,0:00:00,0:00:00,0:30:05,0,0,0,0,2,2,7,0.285714286,0.285714286
8B53/17/2015,8B5,3/17/15,4/1/15,12,22,0:00:00,0:00:00,0:00:00,0:00:00,1:00:45,0,0,0,0,22,32,14,1.571428571,2.285714286
8B53/18/2015,8B5,3/18/15,4/2/15,12,22,0:02:41,0:02:06,0:00:35,0:02:41,0:31:03,0.086419753,0.06763285,0.018786903,0.086419753,16,22,7,2.285714286,3.142857143
8B53/19/2015,8B5,3/19/15,4/3/15,12,22,0:02:32,0:01:13,0:01:19,0:02:32,0:30:03,0.084303938,0.040488075,0.043815862,0.084303938,7,9,7,1,1.285714286
8B53/2/2015,8B5,3/2/15,3/17/15,10,22,0:02:38,0:02:38,0:00:00,0:02:38,0:30:30,0.086338798,0.086338798,0,0.086338798,5,8,6,0.833333333,1.333333333
8B53/23/2015,8B5,3/23/15,4/7/15,13,22,0:00:00,0:00:00,0:00:00,0:00:00,0:30:38,0,0,0,0,10,14,7,1.428571429,2
8B53/24/2015,8B5,3/24/15,4/8/15,13,22,0:06:44,0:06:44,0:00:00,0:00:00,0:30:11,0.223081171,0.223081171,0,0,1,1,7,0.142857143,0.142857143
8B53/27/2015,8B5,3/27/15,4/11/15,13,22,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,13,30,7,1.857142857,4.285714286
8B53/3/2015,8B5,3/3/15,3/18/15,10,22,0:02:19,0:00:00,0:02:19,0:02:19,0:30:25,0.076164384,0,0.076164384,0.076164384,3,6,7,0.428571429,0.857142857
8B53/30/2015,8B5,3/30/15,4/14/15,14,22,0:03:21,0:03:21,0:00:00,0:00:00,0:30:11,0.110988404,0.110988404,0,0,16,17,7,2.285714286,2.428571429
8B53/5/2015,8B5,3/5/15,3/20/15,10,22,0:14:38,0:12:51,0:01:47,0:14:38,1:02:07,0.235578213,0.206868795,0.028709418,0.235578213,13,16,12,1.083333333,1.333333333
8B53/9/2015,8B5,3/9/15,3/24/15,11,22,0:08:50,0:08:50,0:00:00,0:08:50,0:30:11,0.292655991,0.292655991,0,0.292655991,4,5,6,0.666666667,0.833333333
8B54/13/2015,8B5,4/13/15,4/28/15,16,22,0:19:00,0:18:00,0:01:00,0:19:00,1:00:06,0.316139767,0.299500832,0.016638935,0.316139767,17,28,14,1.214285714,2
8B54/14/2015,8B5,4/14/15,4/29/15,16,22,0:02:00,0:02:00,0:00:00,0:02:00,0:31:00,0.064516129,0.064516129,0,0.064516129,16,23,7,2.285714286,3.285714286
8B54/16/2015,8B5,4/16/15,5/1/15,16,22,0:00:00,0:00:00,0:00:00,0:00:00,0:22:28,0,0,0,0,1,2,5,0.2,0.4
8B54/2/2015,8B5,4/2/15,4/17/15,14,22,0:07:39,0:07:39,0:00:00,0:00:00,0:55:14,0.138503319,0.138503319,0,0,36,43,12,3,3.583333333
8B54/20/2015,8B5,4/20/15,5/5/15,17,22,0:00:22,0:00:22,0:00:00,0:00:00,0:30:29,0.012028431,0.012028431,0,0,4,6,7,0.571428571,0.857142857
8B54/21/2015,8B5,4/21/15,5/6/15,17,22,0:04:53,0:04:53,0:00:00,0:04:53,0:30:04,0.162416851,0.162416851,0,0.162416851,5,9,6,0.833333333,1.5
8B54/22/2015,8B5,4/22/15,5/7/15,17,22,0:08:42,0:08:42,0:00:00,0:00:00,0:30:10,0.28839779,0.28839779,0,0,10,10,7,1.428571429,1.428571429
8B54/23/2015,8B5,4/23/15,5/8/15,17,22,0:01:44,0:01:44,0:00:00,0:00:00,0:30:18,0.057205721,0.057205721,0,0,11,13,7,1.571428571,1.857142857
8B54/6/2015,8B5,4/6/15,4/21/15,15,22,0:09:24,0:09:24,0:00:00,0:04:18,1:00:38,0.155030236,0.155030236,0,0.070918087,8,13,14,0.571428571,0.928571429
8B54/8/2015,8B5,4/8/15,4/23/15,15,22,0:12:53,0:12:53,0:00:00,0:08:36,0:30:07,0.427780852,0.427780852,0,0.28555617,2,2,7,0.285714286,0.285714286
8B54/9/2015,8B5,4/9/15,4/24/15,15,22,0:00:00,0:00:00,0:00:00,0:00:00,0:30:18,0,0,0,0,10,11,7,1.428571429,1.571428571
8D61/15/2015,8D6,1/15/15,1/30/15,3,24,0:30:09,0:18:33,0:11:36,0:00:00,0:45:16,0.666053019,0.409793814,0.256259205,0,3,3,9,0.333333333,0.333333333
8D61/19/2015,8D6,1/19/15,2/3/15,4,24,0:00:00,0:00:00,0:00:00,0:00:00,0:38:04,0,0,0,0,0,2,8,0,0.25
8D61/20/2015,8D6,1/20/15,2/4/15,4,24,0:00:00,0:00:00,0:00:00,0:00:00,0:45:16,0,0,0,0,1,1,10,0.1,0.1
8D61/23/2015,8D6,1/23/15,2/7/15,4,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:17,0,0,0,0,0,2,7,0,0.285714286
8D61/26/2015,8D6,1/26/15,2/10/15,5,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:20,0,0,0,0,4,5,7,0.571428571,0.714285714
8D61/27/2015,8D6,1/27/15,2/11/15,5,24,0:13:38,0:13:38,0:00:00,0:00:00,1:00:11,0.226530047,0.226530047,0,0,3,17,14,0.214285714,1.214285714
8D61/30/2015,8D6,1/30/15,2/14/15,5,24,0:00:24,0:00:24,0:00:00,0:00:00,0:51:47,0.007724493,0.007724493,0,0,2,5,9,0.222222222,0.555555556
8D62/10/2015,8D6,2/10/15,2/25/15,7,24,0:00:00,0:00:00,0:00:00,0:00:00,0:47:04,0,0,0,0,8,9,10,0.8,0.9
8D62/16/2015,8D6,2/16/15,3/3/15,8,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:34,0,0,0,0,6,7,5,1.2,1.4
8D62/18/2015,8D6,2/18/15,3/5/15,8,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:09,0,0,0,0,3,5,7,0.428571429,0.714285714
8D62/19/2015,8D6,2/19/15,3/6/15,8,24,0:00:00,0:00:00,0:00:00,0:00:00,0:19:08,0,0,0,0,0,1,4,0,0.25
8D62/2/2015,8D6,2/2/15,2/17/15,6,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:26,0,0,0,0,2,2,7,0.285714286,0.285714286
8D62/25/2015,8D6,2/25/15,3/12/15,9,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,0,0,7,0,0
8D62/26/2015,8D6,2/26/15,3/13/15,9,24,0:06:57,0:06:30,0:00:27,0:02:27,1:00:19,0.1152252,0.107764576,0.007460624,0.040618956,4,6,14,0.285714286,0.428571429
8D62/27/2015,8D6,2/27/15,3/14/15,9,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:09,0,0,0,0,3,4,7,0.428571429,0.571428571
8D62/5/2015,8D6,2/5/15,2/20/15,6,24,0:00:00,0:00:00,0:00:00,0:00:00,1:00:04,0,0,0,0,0,6,14,0,0.428571429
8D63/10/2015,8D6,3/10/15,3/25/15,11,24,0:06:24,0:06:24,0:00:00,0:00:00,0:30:18,0.211221122,0.211221122,0,0,4,6,7,0.571428571,0.857142857
8D63/12/2015,8D6,3/12/15,3/27/15,11,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:16,0,0,0,0,13,13,6,2.166666667,2.166666667
8D63/16/2015,8D6,3/16/15,3/31/15,12,24,0:10:47,0:05:55,0:04:52,0:10:47,1:00:36,0.177942794,0.097634763,0.080308031,0.177942794,14,16,14,1,1.142857143
8D63/17/2015,8D6,3/17/15,4/1/15,12,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:29,0,0,0,0,6,6,7,0.857142857,0.857142857
8D63/19/2015,8D6,3/19/15,4/3/15,12,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:23,0,0,0,0,24,36,7,3.428571429,5.142857143
8D63/2/2015,8D6,3/2/15,3/17/15,10,24,0:00:09,0:00:09,0:00:00,0:00:00,1:00:43,0.002470491,0.002470491,0,0,1,5,13,0.076923077,0.384615385
8D63/24/2015,8D6,3/24/15,4/8/15,13,24,0:04:52,0:04:52,0:00:00,0:00:07,0:31:20,0.155319149,0.155319149,0,0.003723404,13,16,6,2.166666667,2.666666667
8D63/25/2015,8D6,3/25/15,4/9/15,13,24,0:05:52,0:05:52,0:00:00,0:00:00,0:30:01,0.195446974,0.195446974,0,0,3,5,7,0.428571429,0.714285714
8D63/26/2015,8D6,3/26/15,4/10/15,13,24,0:03:00,0:00:00,0:03:00,0:00:00,0:31:00,0.096774194,0,0.096774194,0,15,15,7,2.142857143,2.142857143
8D63/31/2015,8D6,3/31/15,4/15/15,14,24,0:11:58,0:11:58,0:00:00,0:00:00,0:30:05,0.397783934,0.397783934,0,0,1,3,7,0.142857143,0.428571429
8D63/4/2015,8D6,3/4/15,3/19/15,10,24,0:04:22,0:04:05,0:00:17,0:00:00,1:00:35,0.072077029,0.067400275,0.004676754,0,14,15,14,1,1.071428571
8D63/9/2015,8D6,3/9/15,3/24/15,11,24,0:00:00,0:00:00,0:00:00,0:00:00,1:00:37,0,0,0,0,17,21,14,1.214285714,1.5
8D64/1/2015,8D6,4/1/15,4/16/15,14,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:45,0,0,0,0,11,12,7,1.571428571,1.714285714
8D64/13/2015,8D6,4/13/15,4/28/15,16,24,0:00:07,0:00:07,0:00:00,0:00:07,0:30:08,0.003871681,0.003871681,0,0.003871681,6,6,7,0.857142857,0.857142857
8D64/14/2015,8D6,4/14/15,4/29/15,16,24,0:16:00,0:16:00,0:00:00,0:14:00,1:02:10,0.257372654,0.257372654,0,0.225201072,13,16,14,0.928571429,1.142857143
8D64/15/2015,8D6,4/15/15,4/30/15,16,24,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,10,17,7,1.428571429,2.428571429
8D64/2/2015,8D6,4/2/15,4/17/15,14,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:23,0,0,0,0,6,9,6,1,1.5
8D64/21/2015,8D6,4/21/15,5/6/15,17,24,0:04:33,0:00:23,0:04:10,0:00:00,1:01:01,0.07456979,0.006282436,0.068287353,0,30,39,13,2.307692308,3
8D64/22/2015,8D6,4/22/15,5/7/15,17,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:25,0,0,0,0,23,31,7,3.285714286,4.428571429
8D64/23/2015,8D6,4/23/15,5/8/15,17,24,0:00:00,0:00:00,0:00:00,0:00:00,0:31:59,0,0,0,0,2,4,7,0.285714286,0.571428571
8D64/3/2015,8D6,4/3/15,4/18/15,14,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:46,0,0,0,0,34,44,7,4.857142857,6.285714286
8D64/6/2015,8D6,4/6/15,4/21/15,15,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:24,0,0,0,0,6,6,7,0.857142857,0.857142857
